9.554691592915400179e+03 3.443615463100000102e-06
9.555691592915400179e+03 3.635204865000000118e-06
9.556691592915400179e+03 3.847076725100000009e-06
9.557691592915400179e+03 4.082517684700000383e-06
9.558691592915400179e+03 4.345553400799999640e-06
9.559691592915400179e+03 4.641167121100000054e-06
9.560691592915400179e+03 4.975600592500000037e-06
9.561691592915400179e+03 5.356776007799999751e-06
9.562691592915400179e+03 5.794900102599999959e-06
9.563691592915400179e+03 6.303349785599999951e-06
9.564691592915400179e+03 6.900006505799999952e-06
9.565191592915400179e+03 7.238720313000000140e-06
9.565691592915400179e+03 7.609331966899999879e-06
9.566191592915400179e+03 8.016473892300000415e-06
9.566691592915400179e+03 8.465721698299999421e-06
9.567191592915400179e+03 8.963849853799999692e-06
9.567691592915400179e+03 9.519176756300000669e-06
9.568191592915400179e+03 1.014203865700000041e-05
9.568691592915400179e+03 1.084545357700000023e-05
9.569191592905399375e+03 1.164607261399999931e-05
9.569691592905399375e+03 1.256557908100000027e-05
9.570191592905399375e+03 1.363280898599999951e-05
9.570691592905399375e+03 1.488708064200000003e-05
9.571191592905399375e+03 1.638364367899999903e-05
9.571691592905399375e+03 1.820304175100000125e-05
9.572191592905399375e+03 2.046813223199999893e-05
9.572691592905399375e+03 2.337698583800000047e-05
9.573191592905399375e+03 2.726992218099999861e-05
9.573691592905399375e+03 3.276360241799999672e-05
9.574191592905399375e+03 4.091912983400000225e-05
9.574691592905399375e+03 5.282309779800000322e-05
9.575191592905399375e+03 6.750368011999999869e-05
9.575691592905399375e+03 8.401283308099999889e-05
9.576191592905399375e+03 1.042207886900000020e-04
9.576691592905399375e+03 1.300530114800000118e-04
9.577191592905399375e+03 1.621362512799999890e-04
9.577691592905399375e+03 1.988540068399999923e-04
9.578191592905399375e+03 2.362096905599999990e-04
9.578691592905399375e+03 2.696345582499999789e-04
9.579191592905399375e+03 2.965616731899999828e-04
9.579691592905399375e+03 3.169566414399999847e-04
9.580191592905399375e+03 3.317435416699999898e-04
9.580691592905399375e+03 3.415707724699999911e-04
9.581191592905399375e+03 3.469934089300000268e-04
9.581691592905399375e+03 3.492356557199999853e-04
9.582191592905399375e+03 3.498383606600000140e-04
9.582691592905399375e+03 3.497592250300000016e-04
9.583191592905399375e+03 3.491536881499999784e-04
9.583691592905399375e+03 3.474336579599999792e-04
9.584191592905399375e+03 3.437711347200000066e-04
9.584691592905399375e+03 3.376797597500000173e-04
9.585318368545400517e+03 3.272341757199999975e-04
9.585964194105399656e+03 3.148066416200000174e-04
9.586629069585400430e+03 3.025178790600000075e-04
9.587312994985399200e+03 2.935678650200000228e-04
9.588015970315400409e+03 2.884055258499999786e-04
9.588737995555400630e+03 2.844858726100000026e-04
9.589479070715400667e+03 2.805653792800000203e-04
9.590239195815400308e+03 2.768242111200000131e-04
9.591018370815399976e+03 2.735516135200000186e-04
9.591816595715399671e+03 2.707595345700000017e-04
9.592633870515399394e+03 2.682337876900000228e-04
9.593470195315399906e+03 2.656685731700000061e-04
9.594325570015400444e+03 2.627210600300000079e-04
9.595199994615399191e+03 2.592897274499999811e-04
9.596093469115399785e+03 2.555393591400000140e-04
