# # Once                                                         FEFF 10.0.0 
# # POT  SCF 100  9.0000   0, core-hole, FOLP (folp(0)= 1.150)
# # Abs   Z=30 Rmt= 1.385 Rnm= 1.528 K  shell
# #   RGRID 0.0100
# # Pot 1 Z= 6 Rmt= 0.898 Rnm= 1.121
# # Pot 2 Z= 6 Rmt= 0.927 Rnm= 1.163
# # Pot 3 Z= 1 Rmt= 0.550 Rnm= 0.934
# # Pot 4 Z=16 Rmt= 1.256 Rnm= 1.472
# # Gam_ch=1.897E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-6.816E+00eV kf=2.012E+00 Vint=-1.341E+01eV Rs_int= 1.802
# # PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=  10.00  Debye_temp= 315.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00299    100.00      2.00     2   2.3592
#           2       0.00309     49.54      1.00     2   2.3674
#           3       0.00311     49.42      1.00     2   2.3696
#           4       0.03073      6.47      1.00     2   3.0031
#           5       0.03158      6.45      1.00     2   3.0058
#           6       0.02230      5.22      1.00     2   3.2576
#           7       0.02211      5.18      1.00     2   3.2672
#           8       0.00599     19.45      1.00     2   3.3112
#           9       0.00611     19.40      1.00     2   3.3143
#          10       0.03034      4.69      1.00     2   3.3907
#          11       0.00558     18.23      1.00     2   3.3913
#          12       0.03121      4.68      1.00     2   3.3937
#          13       0.00555     18.04      1.00     2   3.4047
#          14       0.00947     15.49      1.00     2   3.6027
#          15       0.00958     15.44      1.00     2   3.6069
#          17       0.00423     21.03      2.00     3   3.7501
#          18       0.00426     20.97      2.00     3   3.7528
#          20       0.00410     20.82      2.00     3   3.7876
#          21       0.00411     20.80      2.00     3   3.7942
#          22       0.01605     10.09      2.00     3   3.8490
#          23       0.01647     10.08      2.00     3   3.8525
#          24       0.01481      4.15      2.00     3   3.8973
#          25       0.01517      4.14      2.00     3   3.9004
#          28       0.01214      4.03      2.00     3   4.1037
#          29       0.01203      4.09      2.00     3   4.1265
#          30       0.00457      6.05      1.00     4   4.1839
#          31       0.00456      5.93      1.00     4   4.1836
#          32       0.00451      6.76      1.00     4   4.1889
#          33       0.00452      6.72      1.00     4   4.1912
#          34       0.00427      4.42      2.00     3   4.2438
#          35       0.00432      4.49      2.00     3   4.2519
#          38       0.00420      5.27      2.00     3   4.3272
#          42       0.01061     10.19      2.00     3   4.3546
#          44       0.01068     10.16      2.00     3   4.3575
#          45       0.00561      7.60      2.00     3   4.3774
#          46       0.00567      7.58      2.00     3   4.3808
#          47       0.00438      5.88      2.00     3   4.3849
#          48       0.00441      5.90      2.00     3   4.3889
#          49       0.01137     11.56      1.00     4   4.4047
#          50       0.01153     11.52      1.00     4   4.4078
#          53       0.01167      4.55      2.00     3   4.5325
#          54       0.01168      4.55      2.00     3   4.5347
#          55       0.00957     10.31      2.00     4   4.5826
#          56       0.00958     10.31      2.00     4   4.5850
#          57       0.01497      8.02      2.00     3   4.6256
#          58       0.01541      7.98      2.00     3   4.6287
#          59       0.01320      8.41      1.00     4   4.6985
#          60       0.01328      8.34      1.00     4   4.7027
#          61       0.00600      7.64      2.00     4   4.7179
#          68       0.00583      7.11      1.00     2   4.7401
#          70       0.00587      7.11      1.00     2   4.7415
#          75       0.00547     18.59      2.00     3   4.8228
#          76       0.00546     18.08      2.00     3   4.8301
#          77       0.00605     16.80      1.00     4   4.9056
#          78       0.00601     16.17      1.00     4   4.9186
#          79       0.00501     12.36      2.00     3   4.9400
#          80       0.00500     12.27      2.00     3   4.9404
#          81       0.00458     17.91      2.00     4   5.0231
#          82       0.00458     17.61      2.00     4   5.0285
#          83       0.01160      4.11      2.00     4   5.0876
#          84       0.01176      4.09      2.00     4   5.0912
#          87       0.00538      6.69      1.00     4   5.1384
#          88       0.00539      6.59      1.00     4   5.1406
#          89       0.00926      5.29      2.00     4   5.1568
#          90       0.00926      5.17      2.00     4   5.1680
#          91       0.00477     13.48      2.00     4   5.2191
#          92       0.00478     13.39      2.00     4   5.2195
#          93       0.02197      4.80      2.00     3   5.2686
#          94       0.02190      4.73      2.00     3   5.2704
#          97       0.02405      4.37      1.00     4   5.3337
#          98       0.02406      4.25      1.00     4   5.3392
#         100       0.01022      4.52      2.00     4   5.3868
#         103       0.01014      4.40      2.00     4   5.4096
#         106       0.01599      4.57      2.00     4   5.4463
#         107       0.01599      4.57      2.00     4   5.4500
#         119       0.01057      5.07      2.00     4   5.6931
#         120       0.01056      5.07      2.00     4   5.7006
#         125       0.00987      4.11      2.00     4   5.8701
#         126       0.00989      4.14      2.00     4   5.8734
#    79/ 119 paths used
#  xsedge+50, used to normalize mu           1.0000E+00
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9663.657     -6.816   0.000  1.28824E-04  1.43826E-04 -5.23538E-02
    9663.666     -6.806   0.050  1.26009E-04  1.45665E-04 -6.85127E-02
    9663.695     -6.778   0.100  1.23185E-04  1.47503E-04 -8.46675E-02
    9663.742     -6.730   0.150  1.14821E-04  1.53035E-04 -1.32609E-01
    9663.809     -6.664   0.200  1.06459E-04  1.58567E-04 -1.80229E-01
    9663.895     -6.578   0.250  9.26644E-05  1.67345E-04 -2.57035E-01
    9663.999     -6.473   0.300  7.93163E-05  1.76122E-04 -3.31562E-01
    9664.123     -6.349   0.350  6.10857E-05  1.86762E-04 -4.27979E-01
    9664.266     -6.206   0.400  4.47599E-05  1.97401E-04 -5.16850E-01
    9664.428     -6.044   0.450  2.54689E-05  2.07869E-04 -6.14133E-01
    9664.609     -5.863   0.500  1.07370E-05  2.18338E-04 -6.95060E-01
    9664.809     -5.663   0.550 -2.94863E-06  2.27167E-04 -7.66836E-01
    9665.028     -5.444   0.600 -8.97957E-06  2.35997E-04 -8.12553E-01
    9665.266     -5.206   0.650 -9.28659E-06  2.42759E-04 -8.33525E-01
    9665.523     -4.949   0.700 -7.08949E-09  2.49521E-04 -8.22764E-01
    9665.800     -4.673   0.750  1.75591E-05  2.54348E-04 -7.80208E-01
    9666.095     -4.378   0.800  4.39823E-05  2.59176E-04 -7.08549E-01
    9666.409     -4.063   0.850  7.74935E-05  2.62337E-04 -6.09721E-01
    9666.743     -3.730   0.900  1.16292E-04  2.65498E-04 -4.93062E-01
    9667.095     -3.377   0.950  1.57911E-04  2.67243E-04 -3.62875E-01
    9667.467     -3.006   1.000  1.99635E-04  2.68989E-04 -2.31194E-01
    9667.857     -2.615   1.050  2.39223E-04  2.69557E-04 -1.01806E-01
    9668.267     -2.206   1.100  2.74227E-04  2.70126E-04  1.38580E-02
    9668.695     -1.777   1.150  3.03422E-04  2.69732E-04  1.14837E-01
    9669.143     -1.330   1.200  3.25478E-04  2.69339E-04  1.93059E-01
    9669.610     -0.863   1.250  3.40795E-04  2.68194E-04  2.52285E-01
    9670.095     -0.377   1.300  3.49019E-04  2.67049E-04  2.87855E-01
    9670.600      0.128   1.350  3.51771E-04  2.65346E-04  3.07047E-01
    9671.124      0.652   1.400  3.49357E-04  2.63644E-04  3.08120E-01
    9671.667      1.195   1.450  3.43735E-04  2.61562E-04  2.99091E-01
    9672.229      1.757   1.500  3.35375E-04  2.59479E-04  2.79737E-01
    9672.810      2.338   1.550  3.25588E-04  2.57170E-04  2.55427E-01
    9673.410      2.938   1.600  3.14849E-04  2.54862E-04  2.26880E-01
    9674.029      3.557   1.650  3.03432E-04  2.52444E-04  1.95347E-01
    9674.667      4.195   1.700  2.91973E-04  2.50027E-04  1.62823E-01
    9675.325      4.852   1.750  2.80394E-04  2.47604E-04  1.28903E-01
    9676.001      5.528   1.800  2.69302E-04  2.45181E-04  9.60495E-02
    9676.696      6.224   1.850  2.60110E-04  2.42817E-04  6.97068E-02
    9677.411      6.938   1.900  2.50763E-04  2.40452E-04  4.20776E-02
    9678.144      7.672   1.950  2.46747E-04  2.38161E-04  3.54460E-02
    9678.896      8.424   2.000  2.40674E-04  2.35869E-04  2.00649E-02
    9679.668      9.196   2.050  2.39997E-04  2.33804E-04  2.61558E-02
    9680.459      9.986   2.100  2.40243E-04  2.31738E-04  3.63220E-02
    9681.268     10.796   2.150  2.40946E-04  2.29673E-04  4.86973E-02
    9682.097     11.624   2.200  2.41699E-04  2.27607E-04  6.15772E-02
    9682.945     12.472   2.250  2.43195E-04  2.27405E-04  6.94368E-02
    9683.811     13.339   2.300  2.43627E-04  2.27202E-04  7.26860E-02
    9684.697     14.225   2.350  2.43030E-04  2.27000E-04  7.13979E-02
    9685.602     15.130   2.400  2.41625E-04  2.26798E-04  6.64679E-02
    9686.526     16.053   2.450  2.39874E-04  2.27085E-04  5.74266E-02
    9687.469     16.996   2.500  2.38070E-04  2.27372E-04  4.81178E-02
    9688.431     17.958   2.550  2.36269E-04  2.27659E-04  3.87906E-02
    9689.412     18.940   2.600  2.34421E-04  2.27946E-04  2.92208E-02
    9690.412     19.940   2.650  2.30803E-04  2.27482E-04  1.50212E-02
    9691.431     20.959   2.700  2.26991E-04  2.27018E-04 -1.25902E-04
    9692.470     21.997   2.750  2.23004E-04  2.26554E-04 -1.61359E-02
    9693.527     23.054   2.800  2.18880E-04  2.26090E-04 -3.28507E-02
    9694.603     24.131   2.850  2.15101E-04  2.25794E-04 -4.87199E-02
    9695.698     25.226   2.900  2.11515E-04  2.25497E-04 -6.37072E-02
    9696.813     26.340   2.950  2.08201E-04  2.25200E-04 -7.74557E-02
    9697.946     27.474   3.000  2.05261E-04  2.24904E-04 -8.95002E-02
    9699.099     28.626   3.050  2.03363E-04  2.24835E-04 -9.76819E-02
    9700.270     29.798   3.100  2.02065E-04  2.24766E-04 -1.03110E-01
    9701.461     30.989   3.150  2.01447E-04  2.24697E-04 -1.05438E-01
