9.554607239558799847e+03 3.414180853499999910e-06
9.555607239558799847e+03 3.603077548499999890e-06
9.556607239558799847e+03 3.811839069799999990e-06
9.557607239558799847e+03 4.043661764800000311e-06
9.558607239558799847e+03 4.302455426300000202e-06
9.559607239558799847e+03 4.593052701800000134e-06
9.560607239558799847e+03 4.921496770600000182e-06
9.561607239558799847e+03 5.295443790799999722e-06
9.562607239558799847e+03 5.724737586399999643e-06
9.563607239558799847e+03 6.222249754600000204e-06
9.564607239558799847e+03 6.805141427500000058e-06
9.565107239558799847e+03 7.135600505800000122e-06
9.565607239558799847e+03 7.496819139899999637e-06
9.566107239558799847e+03 7.893212032000000532e-06
9.566607239558799847e+03 8.330082469099999777e-06
9.567107239558799847e+03 8.813860657300000772e-06
9.567607239558799847e+03 9.352424628400000719e-06
9.568107239558799847e+03 9.955539919799999199e-06
9.568607239558799847e+03 1.063547400500000053e-05
9.569107239518800270e+03 1.140787448399999985e-05
9.569607239518800270e+03 1.229305784899999997e-05
9.570107239518800270e+03 1.331795764600000011e-05
9.570607239518800270e+03 1.451917780300000073e-05
9.571107239518800270e+03 1.594798047399999887e-05
9.571607239518800270e+03 1.767884548899999850e-05
9.572107239518800270e+03 1.982501900700000164e-05
9.572607239518800270e+03 2.256856637999999981e-05
9.573107239518800270e+03 2.622161775500000163e-05
9.573607239518800270e+03 3.134873867000000265e-05
9.574107239518800270e+03 3.891798238500000155e-05
9.574607239518800270e+03 4.990419828399999999e-05
9.575107239518800270e+03 6.325728696700000234e-05
9.575607239518800270e+03 7.805194100899999889e-05
9.576107239518800270e+03 9.598544097300000120e-05
9.576607239518800270e+03 1.190954388700000039e-04
9.577107239518800270e+03 1.489018084199999993e-04
9.577607239518800270e+03 1.854470222400000045e-04
9.578107239522800228e+03 2.258809552600000070e-04
9.578607239522800228e+03 2.645296322300000162e-04
9.579107239522300006e+03 2.959961657199999818e-04
9.579607239522800228e+03 3.182859886200000116e-04
9.580107239518800270e+03 3.324649591100000052e-04
9.580607239518800270e+03 3.405262654200000099e-04
9.581107239518800270e+03 3.441752855900000034e-04
9.581607239518800270e+03 3.451084416299999885e-04
9.582107239518800270e+03 3.449404802000000038e-04
9.582607239518800270e+03 3.448877140700000086e-04
9.583107239518800270e+03 3.453317233299999997e-04
9.583607239518800270e+03 3.458523047499999833e-04
9.584107239518800270e+03 3.452518760800000271e-04
9.584607239518800270e+03 3.420335038100000085e-04
9.585234015158799593e+03 3.331258401999999939e-04
9.585879840728799536e+03 3.192542879400000122e-04
9.586544716208800310e+03 3.037984826500000251e-04
9.587228641608800899e+03 2.921822142400000238e-04
9.587931616928799485e+03 2.865698729700000258e-04
9.588653642168799706e+03 2.832921905500000248e-04
9.589394717358800335e+03 2.802738725100000047e-04
9.590154842458799976e+03 2.772554995000000243e-04
9.590934017458799644e+03 2.744279919000000090e-04
9.591732242358799340e+03 2.718996580299999893e-04
9.592549517158800882e+03 2.696643322499999991e-04
9.593385841958799574e+03 2.675697920500000218e-04
9.594241216658800113e+03 2.652628863500000101e-04
9.595115641258800679e+03 2.624118536399999875e-04
9.596009115758799453e+03 2.589497557699999854e-04
9.596921640158800074e+03 2.548732928500000252e-04
9.597853214558799664e+03 2.503126273099999912e-04
9.598803838858799281e+03 2.454687457699999964e-04
9.599773513058800745e+03 2.404766227800000076e-04
9.600762237158800417e+03 2.353731391000000030e-04
9.601770011258800878e+03 2.300747437599999924e-04
9.602796835158800604e+03 2.244196659200000039e-04
9.603842709058799301e+03 2.182985686699999948e-04
9.604907632858799843e+03 2.117359722700000023e-04
9.605991606558800413e+03 2.049483187200000077e-04
9.607094630258799953e+03 1.983352692500000127e-04
9.608216703758800577e+03 1.924130786699999873e-04
9.609357827258800171e+03 1.876306068699999901e-04
9.610518000658799792e+03 1.843035405600000013e-04
9.611697224058800202e+03 1.825549978099999906e-04
9.612895497258799878e+03 1.823623993100000095e-04
9.614112820458800343e+03 1.835839097599999939e-04
9.615349193558800835e+03 1.859764152699999967e-04
9.616604616558799535e+03 1.892833139800000097e-04
9.617879089458800081e+03 1.932390364199999887e-04
9.619172612258800655e+03 1.975816300700000033e-04
9.620485185058800198e+03 2.021048849200000040e-04
9.621816807758799769e+03 2.066360748500000095e-04
9.623167480358799367e+03 2.110550179700000043e-04
9.624537202858800811e+03 2.152852810400000111e-04
9.625925975358799406e+03 2.192890693500000067e-04
9.627333797658800904e+03 2.230771140899999992e-04
9.628760669958799554e+03 2.266357723900000096e-04
9.630206592158800049e+03 2.299749865099999957e-04
9.631671564358799515e+03 2.330538355299999979e-04
9.633155586358800065e+03 2.358401216900000009e-04
9.634658658358799585e+03 2.382688849899999872e-04
9.636180780258799132e+03 2.403011938800000014e-04
9.637721952058800525e+03 2.418860032899999943e-04
9.639282173758800127e+03 2.430176441200000074e-04
9.640861445358799756e+03 2.436627086800000042e-04
9.642459766958800174e+03 2.438186912099999922e-04
9.644077138458800619e+03 2.434711986099999880e-04
9.645713559858799272e+03 2.426130763299999950e-04
9.647369031158799771e+03 2.412552575600000000e-04
9.649043552458799240e+03 2.394319427800000019e-04
9.650737123658800556e+03 2.372238132899999908e-04
9.652449744758800080e+03 2.347621475699999884e-04
9.654181415758799631e+03 2.322164527100000083e-04
9.655932136658799209e+03 2.297772369500000050e-04
9.657701907458800633e+03 2.276388969999999985e-04
9.659490728258799209e+03 2.259560109700000036e-04
9.661298598958799630e+03 2.248265615200000043e-04
9.663125519558800079e+03 2.243186982000000020e-04
9.664971490058800555e+03 2.244050794700000017e-04
9.666836510558800001e+03 2.250443713900000071e-04
9.668720580958799474e+03 2.261348009299999891e-04
9.670623701258800793e+03 2.275836430399999976e-04
9.672545871458800320e+03 2.292895095900000053e-04
9.674487091558799875e+03 2.311566652499999919e-04
9.676447361558799457e+03 2.331141939499999994e-04
9.678426681558799828e+03 2.351150285600000014e-04
9.680425051458800226e+03 2.371167457399999963e-04
9.682442471458800355e+03 2.391023437800000070e-04
9.684478941458799454e+03 2.410411165600000129e-04
9.686534460458800822e+03 2.429062248300000034e-04
9.688609030458799680e+03 2.446528597899999807e-04
9.690702649458800806e+03 2.462254684100000047e-04
9.692815319458799422e+03 2.475678813999999928e-04
9.694947038458800307e+03 2.486002390400000048e-04
9.697097807458800162e+03 2.492463258299999762e-04
9.699267626458800805e+03 2.494540196600000012e-04
9.701456496458800757e+03 2.491635700299999812e-04
9.703664415458799340e+03 2.483651248199999963e-04
9.705891383458800192e+03 2.470756705000000061e-04
9.708137402458800352e+03 2.453527447999999996e-04
9.710402471458799482e+03 2.432981129399999906e-04
9.712686590458799401e+03 2.409500160500000084e-04
