9.654042200600000797e+03 -1.693779939999946293e+01 -1.588990973965224596e+00 2.726980419000000121e-06 3.995447480100000045e-06 -1.268467061099999924e-06
9.654542200600000797e+03 -1.643779939999946293e+01 -1.547145167550829425e+00 2.850054213400000156e-06 4.228713137200000112e-06 -1.378658923799999956e-06
9.655042200600000797e+03 -1.593779939999946471e+01 -1.504135640030118459e+00 2.983765817499999852e-06 4.488902834100000106e-06 -1.505137016600000042e-06
9.655542200600000797e+03 -1.543779939999946471e+01 -1.459859540415359591e+00 3.129535801900000054e-06 4.780797559700000065e-06 -1.651261757900000086e-06
9.656042200600000797e+03 -1.493779939999946471e+01 -1.414197911140684605e+00 3.289051583799999966e-06 5.110359758100000019e-06 -1.821308174300000053e-06
9.656542200600000797e+03 -1.443779939999946471e+01 -1.367011918751115385e+00 3.464334731200000052e-06 5.485118437600000102e-06 -2.020783706400000050e-06
9.657042200600000797e+03 -1.393779939999946471e+01 -1.318137868411546787e+00 3.657830506800000027e-06 5.914714546899999957e-06 -2.256884040099999930e-06
9.657542200600000797e+03 -1.343779939999946471e+01 -1.267380485203029927e+00 3.872529158699999758e-06 6.411689995700000075e-06 -2.539160836900000031e-06
9.658042200600000797e+03 -1.293779939999946471e+01 -1.214503663397685340e+00 4.112133664299999714e-06 6.992657170399999709e-06 -2.880523506099999996e-06
9.658542200600000797e+03 -1.243779939999946471e+01 -1.159217409522186548e+00 4.381297467500000274e-06 7.680081207699999540e-06 -3.298783740099999827e-06
9.659042200600000797e+03 -1.193779939999946471e+01 -1.101158869860411560e+00 4.685971399900000264e-06 8.505084617500000685e-06 -3.819113217600000421e-06
9.659542200600000797e+03 -1.143779939999946471e+01 -1.039863794352505311e+00 5.033928148500000403e-06 9.512029501400000211e-06 -4.478101352799999945e-06
9.660042200600000797e+03 -1.093779939999946471e+01 -9.747217884802412691e-01 5.435590390500000341e-06 1.076634486999999923e-05 -5.330754479399999875e-06
9.660542200600000797e+03 -1.043779939999946471e+01 -9.049024362167730207e-01 5.905411558600000055e-06 1.236863460899999927e-05 -6.463223050200000342e-06
9.661042200559999401e+03 -9.937799440000860685e+00 -8.292251103910682763e-01 6.464343099300000276e-06 1.448184055699999962e-05 -8.017497457300000739e-06
9.661542200559999401e+03 -9.437799440000860685e+00 -7.459089340100506504e-01 7.144657293000000372e-06 1.738807480099999913e-05 -1.024341750799999961e-05
9.662042200559999401e+03 -8.937799440000860685e+00 -6.520322016349657801e-01 8.000556603900000797e-06 2.162103589500000047e-05 -1.362047929100000066e-05
9.662542200559999401e+03 -8.437799440000860685e+00 -5.421363722366092652e-01 9.135526550799999741e-06 2.832232007399999963e-05 -1.918679352300000016e-05
9.663042200559999401e+03 -7.937799440000860685e+00 -4.033332372056657733e-01 1.078969488499999935e-05 4.040887280999999804e-05 -2.961917792599999902e-05
9.663542200559999401e+03 -7.437799440000860685e+00 -1.773233046379760758e-01 1.369914300299999924e-05 6.742695266900000357e-05 -5.372780966599999925e-05
9.663662000000000262e+03 -7.317999999999999616e+00 0.000000000000000000e+00 1.524990950767491179e-05 8.464863267538531410e-05 -6.939872316795000422e-05
9.663672000000000480e+03 -7.307999999999781338e+00 5.123165932700871755e-02 1.537935639863490805e-05 8.608617528880528288e-05 -7.070681889042996333e-05
9.663700000000000728e+03 -7.279999999999533955e+00 9.986888948025554602e-02 1.574180769332290299e-05 9.011129460638121985e-05 -7.436948691337391117e-05
9.663747999999999593e+03 -7.232000000000669004e+00 1.502407171473840175e-01 1.636315276993090400e-05 9.701149915079722991e-05 -8.064834638127791277e-05
9.663815000000000509e+03 -7.164999999999752234e+00 2.003937340222696761e-01 1.723044693936290570e-05 1.066430346607112470e-04 -8.941258772189394238e-05
9.663899999999999636e+03 -7.080000000000625349e+00 2.499348983886820197e-01 1.833074551252290607e-05 1.188621468747812459e-04 -1.005314013629739472e-04
9.664005000000001019e+03 -6.974999999999242917e+00 3.000443701604951774e-01 1.968993786760291252e-05 1.339563443156913179e-04 -1.142664064490139922e-04
9.664042200559999401e+03 -6.937799440000860685e+00 3.158964885834233960e-01 2.017148755100000017e-05 1.393040833400000010e-04 -1.191325957900000012e-04
9.664129000000000815e+03 -6.850999999999446644e+00 3.501038306559755009e-01 2.129434237437339601e-05 1.547211738678901083e-04 -1.334268314941695172e-04
9.664272000000000844e+03 -6.707999999999417540e+00 4.001320506507538566e-01 2.314421882222139423e-05 1.801204615302100763e-04 -1.569762427080694856e-04
9.664434000000001106e+03 -6.545999999999155605e+00 4.501394464151933228e-01 2.523988304985339351e-05 2.088944797210900506e-04 -1.836545966706694703e-04
9.664542200559999401e+03 -6.437799440000860685e+00 4.806503275421814547e-01 2.663958701899999862e-05 2.281127814599999957e-04 -2.014731944399999900e-04
9.664614999999999782e+03 -6.365000000000479830e+00 5.001322645286027102e-01 2.737353331921579604e-05 2.369718638820478924e-04 -2.095983305618321062e-04
9.664815000000000509e+03 -6.164999999999752234e+00 5.501144793309180603e-01 2.938988481921579998e-05 2.613101896220479392e-04 -2.319203048018321186e-04
9.665033999999999651e+03 -5.946000000000610797e+00 6.000887403201946579e-01 3.159778971171580948e-05 2.879606563073479602e-04 -2.563628665946321504e-04
9.665042200559999401e+03 -5.937799440000860685e+00 6.018794590559439772e-01 3.168046576900000337e-05 2.889585958099999906e-04 -2.572781300399999802e-04
9.665272000000000844e+03 -5.707999999999417540e+00 6.500568818896668155e-01 3.466005355508230170e-05 3.078635296237592538e-04 -2.732034760695153182e-04
9.665529000000000451e+03 -5.450999999999810441e+00 7.000202144707585727e-01 3.799232477829830840e-05 3.290061746629993015e-04 -2.910138498875953724e-04
9.665542200559999401e+03 -5.437799440000860685e+00 7.024905900441266171e-01 3.816348371300000029e-05 3.300921464700000115e-04 -2.919286627599999850e-04
9.665805000000000291e+03 -5.174999999999970512e+00 7.499796991827626380e-01 4.298092870531732549e-05 3.432171484310277132e-04 -3.002362197271335725e-04
9.666042200559999401e+03 -4.937799440000860685e+00 7.903968465066232296e-01 4.732911395999999955e-05 3.550636646000000047e-04 -3.077345506400000052e-04
9.666101000000000568e+03 -4.878999999999694026e+00 8.001000959502785337e-01 4.895349423996269420e-05 3.564592617832476910e-04 -3.075057675425793709e-04
9.666415000000000873e+03 -4.564999999999388436e+00 8.500442383454196449e-01 5.762798855331467592e-05 3.639120115975276611e-04 -3.062840230397393705e-04
9.666542200559999401e+03 -4.437799440000860685e+00 8.694603618536522749e-01 6.114200299400000479e-05 3.669311006100000141e-04 -3.057890976099999938e-04
9.666747999999999593e+03 -4.232000000000669004e+00 8.999873045167785524e-01 6.996463174731160496e-05 3.678909004648525877e-04 -2.979262687135990134e-04
9.667042200559999401e+03 -3.937799440000860685e+00 9.419105407106098671e-01 8.257701941899999668e-05 3.692629822099999953e-04 -2.866859627900000254e-04
9.667101000000000568e+03 -3.878999999999694026e+00 9.500676056332958419e-01 8.644837756277689721e-05 3.688038826762901450e-04 -2.823555051126308969e-04
9.667471999999999753e+03 -3.508000000000508933e+00 1.000002095751271414e+00 1.108750365809788854e-04 3.659071556495301623e-04 -2.550321190684108727e-04
9.667542200559999401e+03 -3.437799440000860685e+00 1.009172736734808451e+00 1.154970450499999944e-04 3.653590374300000137e-04 -2.498619923799999922e-04
9.667862999999999374e+03 -3.117000000000887283e+00 1.050061566564020055e+00 1.453762032944173638e-04 3.604847841700303964e-04 -2.151085808756130326e-04
9.668042200559999401e+03 -2.937799440000860685e+00 1.072223744577545101e+00 1.620668867000000081e-04 3.577619960199999896e-04 -1.956951093200000086e-04
9.668272000000000844e+03 -2.707999999999417540e+00 1.099990374909949997e+00 1.876877672870175804e-04 3.533912545031451667e-04 -1.657034872161276405e-04
9.668542200559999401e+03 -2.437799440000860685e+00 1.131767601719965155e+00 2.178130638599999939e-04 3.482520913900000181e-04 -1.304390275299999972e-04
9.668701000000000931e+03 -2.278999999999330228e+00 1.150033791698531482e+00 2.352325060512039932e-04 3.449851206359323057e-04 -1.097526145828227052e-04
9.669042200559999401e+03 -1.937799440000860685e+00 1.188331624661243868e+00 2.726603674499999876e-04 3.379656232699999765e-04 -6.530525581400000053e-05
9.669148999999999432e+03 -1.831000000000829075e+00 1.200068130043041359e+00 2.828592400624369398e-04 3.357533411878657701e-04 -5.289410112079588535e-05
9.669542200559999401e+03 -1.437799440000860685e+00 1.242322903289277969e+00 3.204081487700000076e-04 3.276084431099999844e-04 -7.200294340400000004e-06
9.669614999999999782e+03 -1.365000000000479830e+00 1.249989496233149255e+00 3.257526449124971109e-04 3.261480967771982972e-04 -3.954518641693580399e-07
9.670042200558000332e+03 -9.377994419999300391e-01 1.294063499747782009e+00 3.571151352600000035e-04 3.175785148100000233e-04 3.953662045600000243e-05
9.670101000000000568e+03 -8.789999999996940261e-01 1.300012819350716997e+00 3.594016516153005327e-04 3.164619339203693480e-04 4.293971769975519321e-05
9.670542200558000332e+03 -4.377994419999300391e-01 1.343813412362946602e+00 3.765584860600000106e-04 3.080836892500000220e-04 6.847479680600000089e-05
9.670605999999999767e+03 -3.740000000004943814e-01 1.350029561825121682e+00 3.767422652510918758e-04 3.069550403961864276e-04 6.978722485128829227e-05
9.671042200558300465e+03 6.220055830020321253e-02 1.391786130550377143e+00 3.779987744500000013e-04 2.992384014299999829e-04 7.876037301900000454e-05
9.671130000000001019e+03 1.500000000007570833e-01 1.400040428941517145e+00 3.760790520199950573e-04 2.978025872194087925e-04 7.827646480081545163e-05
9.671542200558000332e+03 5.622005580000699609e-01 1.438159510965555388e+00 3.670663448600000253e-04 2.910617309300000217e-04 7.600461393600000553e-05
9.671673000000000684e+03 6.930000000004223892e-01 1.450046028608160009e+00 3.627839967618121260e-04 2.891000150461505575e-04 7.368398171904558041e-05
9.672042200559999401e+03 1.062200559999139315e+00 1.483083586778724872e+00 3.506964427800000070e-04 2.835627849800000078e-04 6.713365779599999791e-05
9.672235000000000582e+03 1.255000000000320526e+00 1.500046887612802804e+00 3.442833037187729745e-04 2.809163378573902091e-04 6.336696585815397066e-05
9.672542200559999401e+03 1.562200559999139315e+00 1.526686304137008010e+00 3.340648097699999881e-04 2.766995723000000213e-04 5.736523746800000005e-05
9.672816000000000713e+03 1.836000000000451493e+00 1.550043464724272013e+00 3.262831959371420738e-04 2.732760798553801520e-04 5.300711608195232130e-05
9.673042200559999401e+03 2.062200559999139315e+00 1.569077823789051696e+00 3.198543829099999899e-04 2.704477471599999881e-04 4.940663575200000238e-05
9.673416000000001077e+03 2.436000000000815291e+00 1.600036161333550533e+00 3.116424946441047512e-04 2.661804816551326916e-04 4.546201298424367099e-05
9.673542200559999401e+03 2.562200559999139315e+00 1.610353800558639970e+00 3.088700322300000161e-04 2.647397858200000007e-04 4.413024640299999962e-05
9.674034999999999854e+03 3.054999999999592930e+00 1.650025330156514647e+00 3.008061507870480288e-04 2.595224158435562988e-04 4.128373494339098723e-05
9.674042200559999401e+03 3.062200559999139315e+00 1.650597924644498393e+00 3.006883250399999797e-04 2.594461820200000203e-04 4.124214302000000002e-05
9.674668976200000543e+03 3.688976200000281480e+00 1.699700632573982739e+00 2.931347003700000213e-04 2.535483463699999889e-04 3.958635400099999878e-05
9.674673000000000684e+03 3.693000000000422389e+00 1.700011282399241486e+00 2.930990799131453356e-04 2.535193488270643574e-04 3.957973108713079763e-05
9.675314801759999682e+03 4.334801759999420412e+00 1.748854188279747479e+00 2.874175669399999813e-04 2.488941999399999871e-04 3.852336700899999702e-05
9.675329999999999927e+03 4.349999999999665690e+00 1.749994293691794933e+00 2.873665646819970163e-04 2.488834771453320160e-04 3.848308754555073498e-05
9.675979677240000456e+03 4.999677240000194089e+00 1.798054421677868220e+00 2.851863776199999837e-04 2.484251111999999807e-04 3.676126642399999751e-05
9.676006999999999607e+03 5.026999999999345548e+00 1.800047516444433171e+00 2.850118340773393128e-04 2.484010503160122437e-04 3.661078376508736010e-05
9.676663602640001045e+03 5.683602640000783524e+00 1.847297603183384096e+00 2.808173181900000016e-04 2.478228349399999781e-04 3.299448324800000255e-05
9.676702000000001135e+03 5.722000000000873499e+00 1.850023384774743596e+00 2.804527943276355047e-04 2.477078743594201583e-04 3.274491996610611236e-05
9.677366577959999631e+03 6.386577959999369725e+00 1.896580387460116146e+00 2.741436489899999997e-04 2.457181472499999752e-04 2.842550173599999952e-05
9.677416000000001077e+03 6.436000000000815291e+00 1.899997074869211211e+00 2.736393891445957250e-04 2.455016258703178315e-04 2.813776327041474221e-05
9.678088603210000656e+03 7.108603210000394412e+00 1.945899766189165048e+00 2.667767264399999866e-04 2.425549046300000009e-04 2.422182180799999855e-05
9.678149999999999636e+03 7.169999999999374651e+00 1.950036053677992820e+00 2.661864419331126793e-04 2.422523827507631151e-04 2.393405918068100077e-05
9.678829678370000693e+03 7.849678370000431116e+00 1.995253024392360297e+00 2.596518395300000006e-04 2.389033871800000017e-04 2.074845235199999959e-05
9.678902000000000044e+03 7.921999999999782105e+00 2.000004191502662287e+00 2.590217906842612956e-04 2.385258943822538154e-04 2.049589630419407883e-05
9.679589803450000545e+03 8.609803450000283576e+00 2.044637709375110024e+00 2.530002463039737683e-04 2.349051094818021927e-04 1.809488934732486230e-05
9.679674000000000888e+03 8.694000000000626116e+00 2.050034703912886336e+00 2.523531603996643905e-04 2.344394742180265512e-04 1.791341785083799218e-05
9.680368978450000213e+03 9.388978449999951792e+00 2.094051597695376188e+00 2.470171367377425311e-04 2.305962690168335077e-04 1.642053299027286677e-05
9.680463999999999942e+03 9.483999999999680242e+00 2.099998151836547589e+00 2.464105067252106407e-04 2.300620897443322529e-04 1.634817579985242813e-05
9.681167203400000290e+03 1.018720340000002800e+01 2.143492671519230175e+00 2.419503972648539333e-04 2.261480212229599303e-04 1.580307088026571824e-05
9.681273999999999432e+03 1.029399999999917092e+01 2.150021291527466349e+00 2.414130095492779816e-04 2.255586122757660553e-04 1.585543228281390449e-05
9.681984478200000012e+03 1.100447819999975074e+01 2.192959086141356373e+00 2.378186156322037090e-04 2.217143441965878966e-04 1.610761917225763803e-05
9.682102000000000771e+03 1.112200000000050970e+01 2.199980749819791637e+00 2.373829232290775634e-04 2.211371377615726510e-04 1.624987677965222785e-05
9.682820803000000524e+03 1.184080300000026220e+01 2.242449173355097969e+00 2.348413937122523719e-04 2.179695711770584902e-04 1.688303676100949335e-05
9.682950000000000728e+03 1.197000000000046604e+01 2.249997424658124245e+00 2.345520389865222760e-04 2.175544872397798925e-04 1.701043163235562190e-05
9.683676177700001062e+03 1.269617770000080093e+01 2.291961393955558535e+00 2.331129341919497091e-04 2.154123882607502955e-04 1.772430805555206385e-05
9.683817000000000917e+03 1.283700000000065522e+01 2.300010526041509351e+00 2.329218650005371555e-04 2.151477202823458984e-04 1.780045569862407788e-05
9.684550602299999809e+03 1.357060229999954792e+01 2.341494343874160222e+00 2.322133766796923959e-04 2.139408031766917417e-04 1.831731378974275968e-05
9.684702999999999520e+03 1.372299999999925824e+01 2.350020282120522275e+00 2.320829267942698467e-04 2.138103373681825856e-04 1.832183812699296157e-05
9.685444076800000403e+03 1.446407680000014118e+01 2.391046734825116982e+00 2.318269629081172543e-04 2.133207939031049019e-04 1.858796324925242571e-05
9.685608000000000175e+03 1.462799999999991307e+01 2.400026902015347741e+00 2.317720510784008299e-04 2.133076722829019647e-04 1.855451750138440201e-05
9.686356601200001023e+03 1.537660120000076169e+01 2.440617382661964374e+00 2.315610416991233491e-04 2.133968518214087937e-04 1.828798058792924518e-05
9.686532000000001062e+03 1.555200000000080074e+01 2.450030577760196948e+00 2.315227853859742023e-04 2.134984003439362329e-04 1.815691410705184963e-05
9.687288175600000613e+03 1.630817560000035371e+01 2.490205202376479576e+00 2.315396324770770120e-04 2.140188241069050418e-04 1.769573928550906758e-05
9.687475000000000364e+03 1.649500000000010402e+01 2.500031486014741233e+00 2.315704013490937777e-04 2.142069391558916068e-04 1.754981376846430371e-05
9.688238799900000231e+03 1.725879989999997122e+01 2.539809182998743697e+00 2.316242616194816837e-04 2.150226525991472907e-04 1.683290425269048769e-05
9.688436999999999898e+03 1.745699999999963836e+01 2.550029789573681427e+00 2.316635126645443150e-04 2.152771520417246344e-04 1.663002411362236564e-05
9.689208474099999876e+03 1.822847409999961599e+01 2.589428395777207292e+00 2.314110471264326635e-04 2.162769506687667450e-04 1.540903518928641555e-05
9.689417999999999665e+03 1.843799999999940553e+01 2.600025638701342512e+00 2.313439198038608820e-04 2.165730314713225249e-04 1.505423025995661145e-05
9.690197198199999548e+03 1.921719819999928802e+01 2.639061981534463364e+00 2.299030642283267020e-04 2.173695070486201305e-04 1.279395469551303463e-05
9.690417999999999665e+03 1.943799999999940553e+01 2.650019172315261073e+00 2.294517059029794711e-04 2.175946533569621916e-04 1.210994936902903769e-05
9.691204972300000009e+03 2.022497229999974877e+01 2.688709149175797286e+00 2.271419536733839013e-04 2.183275275460339689e-04 9.008090579658766336e-06
9.691436999999999898e+03 2.045699999999963836e+01 2.700010519037955525e+00 2.264048194049357045e-04 2.185319889333107014e-04 8.047895232421416808e-06
9.692231796199999735e+03 2.125179619999947533e+01 2.738369150389762918e+00 2.231616426715905463e-04 2.191481449691829895e-04 4.089991501703818519e-06
9.692475000000000364e+03 2.149500000000010402e+01 2.749999798133768714e+00 2.221116898206137319e-04 2.193156353013774604e-04 2.841429360941285064e-06
